MASTER_TAXON_ID,ALTERNATIVE_SCI_NAME,CURRENT_SCI_NAME,SORT_ORDER_IOC
77597,Sigelus silens,Melaenornis silens,273160
1573,Muscicapa latirostris,Muscicapa dauurica,273390
77880,Ficedula monileger,Anthipes monileger,273930
77884,Ficedula solitaris,Anthipes solitaris,273970
77604,Rhinomyias oscillans,Cyornis oscillans,274670
77607,Rhinomyias brunneatus,Cyornis brunneatus,274700
77608,Rhinomyias nicobaricus,Cyornis nicobaricus,274710
77609,Rhinomyias olivaceus,Cyornis olivaceus,274720
77612,Rhinomyias umbratilis,Cyornis umbratilis,274750
77613,Rhinomyias ruficauda,Cyornis ruficauda,274760
77621,Rhinomyias colonus,Cyornis colonus,274840
77603,Rhinomyias additus,Eumyias additus,275290
76919,Alethe poliophrys,Pseudalethe poliophrys,275420
1207,Alethe poliocephala,Pseudalethe poliocephala,275450
76931,Alethe fuelleborni,Pseudalethe fuelleborni,275550
76932,Alethe choloensis,Pseudalethe choloensis,275560
77134,Xenocopsychus ansorgei,Cossypha ansorgei,275810
77129,Cossypha albicapilla,Cossypha albicapillus,276080
77014,Brachypteryx stellata,Heteroxenicus stellatus,276820
77019,Brachypteryx leucophrys,Brachypteryx leucophris,276870
77625,Rhinomyias gularis,Vauriella gularis,277090
77628,Rhinomyias albigularis,Vauriella albigularis,277100
77629,Rhinomyias insignis,Vauriella insignis,277110
77630,Rhinomyias goodfellowi,Vauriella goodfellowi,277120
77062,Luscinia brunnea,Larvivora brunnea,277140
1268,Luscinia cyane,Larvivora cyane,277170
1383,Luscinia sibilans,Larvivora sibilans,277210
77059,Luscinia ruficeps,Larvivora ruficeps,277220
77003,Erithacus komadori,Larvivora komadori,277230
77000,Erithacus akahige,Larvivora akahige,277260
77255,Hodgsonius phaenicuroides,Luscinia phaenicuroides,277420
77255,Hodgsonius phoenicuroides,Luscinia phaenicuroides,277420
77054,Luscinia pectoralis,Calliope pectoralis,277530
348,Luscinia calliope,Calliope calliope,277580
77061,Luscinia pectardens,Calliope pectardens,277620
77060,Luscinia obscura,Calliope obscura,277630
77266,Cinclidium leucurum,Myiomela leucura,277650
77270,Cinclidium diana,Myiomela diana,277690
77273,Myiomela major,Sholicola major,277730
77274,Myiomela albiventris,Sholicola albiventris,277740
77655,Muscicapa ruficauda,Ficedula ruficauda,278310
77240,Phoenicurus caeruleocephala,Phoenicurus coeruleocephala,279240
77250,Phoenicurus erythrogaster,Phoenicurus erythrogastrus,279400
77259,Rhyacornis fuliginosa,Phoenicurus fuliginosus,279440
77262,Rhyacornis bicolor,Phoenicurus bicolor,279470
77264,Chaimarrornis leucocephalus,Phoenicurus leucocephalus,279480
77527,Monticola cinclorhynchus,Monticola cinclorhyncha,279720
77529,Monticola imerinus,Monticola imerina,279740
77373,Oenanthe bifasciata,Campicoloides bifasciatus,280430
77451,Cercomela sinuata,Emarginata sinuata,280450
77455,Cercomela schlegelii,Emarginata schlegelii,280490
77460,Cercomela tractrac,Emarginata tractrac,280540
77467,Cercomela sordida,Pinarochroa sordida,280610
77414,Oenanthe monticola,Myrmecocichla monticola,280870
77488,Pentholaea arnotti,Myrmecocichla arnotti,280920
77491,Pentholaea collaris,Myrmecocichla collaris,280950
77482,Myrmecocichla albifrons,Oenanthe albifrons,281240
77482,Pentholaea albifrons,Oenanthe albifrons,281240
77427,Cercomela melanura,Oenanthe melanura,281320
77435,Cercomela familiaris,Oenanthe familiaris,281390
77443,Cercomela scotocerca,Oenanthe scotocerca,281470
77449,Cercomela dubia,Oenanthe dubia,281530
77434,Cercomela fusca,Oenanthe fusca,281540
77938,Cinclus schulzi,Cinclus schulzii,282170
78151,Anthreptes singalensis,Chalcoparia singalensis,284300
78164,Anthreptes fraseri,Deleornis fraseri,284430
78168,Anthreptes axillaris,Deleornis axillaris,284470
78203,Anthreptes aurantium,Anthreptes aurantius,284800
78204,Nectarinia seimundi,Anthreptes seimundi,284810
78213,Anthreptes collaris,Hedydipna collaris,284900
78223,Anthreptes platurus,Hedydipna platura,285000
78224,Anthreptes metallicus,Hedydipna metallica,285010
78225,Anthreptes pallidigaster,Hedydipna pallidigaster,285020
78234,Nectarinia reichenbachii,Anabathmis reichenbachii,285110
78235,Nectarinia hartlaubii,Anabathmis hartlaubii,285120
78236,Nectarinia newtonii,Anabathmis newtonii,285130
78238,Nectarinia thomensis,Dreptes thomensis,285150
78240,Nectarinia violacea,Anthobaphes violacea,285170
78242,Nectarinia verticalis,Cyanomitra verticalis,285190
78247,Nectarinia bannermani,Cyanomitra bannermani,285240
78248,Nectarinia cyanolaema,Cyanomitra cyanolaema,285250
78252,Nectarinia oritis,Cyanomitra oritis,285290
78256,Nectarinia alinae,Cyanomitra alinae,285330
78262,Nectarinia olivacea,Cyanomitra olivacea,285390
78276,Nectarinia veroxii,Cyanomitra veroxii,285510
78281,Nectarinia adelberti,Chalcomitra adelberti,285560
78284,Nectarinia fuliginosa,Chalcomitra fuliginosa,285590
78287,Nectarinia rubescens,Chalcomitra rubescens,285620
78291,Nectarinia amethystina,Chalcomitra amethystina,285660
78298,Nectarinia senegalensis,Chalcomitra senegalensis,285710
78305,Nectarinia hunteri,Chalcomitra hunteri,285780
78306,Nectarinia balfouri,Chalcomitra balfouri,285790
78308,Nectarinia zeylonica,Leptocoma zeylonica,285810
78311,Nectarinia minima,Leptocoma minima,285840
78323,Leptocoma sericea,Leptocoma aspasia,285960
78323,Nectarinia aspasia,Leptocoma aspasia,285960
78346,Nectarinia calcostetha,Leptocoma calcostetha,286180
78366,Nectarinia reichenowi,Drepanorhynchus reichenowi,286380
78371,Nectarinia chloropygia,Cinnyris chloropygius,286430
78375,Nectarinia minulla,Cinnyris minullus,286470
78378,Nectarinia manoensis,Cinnyris manoensis,286480
78382,Nectarinia chalybea,Cinnyris chalybeus,286520
78385,Nectarinia neergardi,Cinnyris neergaardi,286550
78386,Nectarinia stuhlmanni,Cinnyris stuhlmanni,286560
78391,Nectarinia prigoginei,Cinnyris prigoginei,286640
78392,Nectarinia ludovicensis,Cinnyris ludovicensis,286650
78395,Nectarinia preussi,Cinnyris reichenowi,286660
78401,Nectarinia regia,Cinnyris regius,286710
78405,Nectarinia rockefelleri,Cinnyris rockefelleri,286740
78407,Nectarinia usambarica,Cinnyris usambaricus,286770
78408,Nectarinia fuelleborni,Cinnyris fuelleborni,286780
78411,Nectarinia moreaui,Cinnyris moreaui,286810
78412,Nectarinia loveridgei,Cinnyris loveridgei,286820
78413,Nectarinia pulchella,Cinnyris pulchellus,286830
78416,Nectarinia mariquensis,Cinnyris mariquensis,286860
78424,Nectarinia congensis,Cinnyris congensis,286920
78425,Nectarinia erythrocerca,Cinnyris erythrocercus,286930
78426,Nectarinia nectarinioides,Cinnyris nectarinioides,286940
78434,Nectarinia chalcomelas,Cinnyris chalcomelas,287010
78435,Nectarinia pembae,Cinnyris pembae,287020
78436,Nectarinia bouvieri,Cinnyris bouvieri,287030
78437,Nectarinia osea,Cinnyris osea,287040
78440,Nectarinia habessinica,Cinnyris habessinicus,287070
78446,Nectarinia coccinigaster,Cinnyris coccinigastrus,287130
78447,Nectarinia johannae,Cinnyris johannae,287140
78450,Nectarinia superba,Cinnyris superbus,287170
78455,Nectarinia rufipennis,Cinnyris rufipennis,287220
78456,Nectarinia oustaleti,Cinnyris oustaleti,287230
78459,Nectarinia talatala,Cinnyris talatala,287260
78462,Nectarinia venusta,Cinnyris venustus,287270
78468,Nectarinia fusca,Cinnyris fuscus,287330
78471,Nectarinia ursulae,Cinnyris ursulae,287360
78472,Nectarinia batesi,Cinnyris batesi,287370
78473,Nectarinia cuprea,Cinnyris cupreus,287380
78476,Nectarinia asiatica,Cinnyris asiaticus,287410
78480,Nectarinia jugularis,Cinnyris jugularis,287450
78502,Nectarinia buettikoferi,Cinnyris buettikoferi,287670
78503,Nectarinia solaris,Cinnyris solaris,287680
78513,Nectarinia notata,Cinnyris notatus,287780
78517,Nectarinia dussumieri,Cinnyris dussumieri,287820
78518,Nectarinia humbloti,Cinnyris humbloti,287830
78521,Nectarinia comorensis,Cinnyris comorensis,287860
78522,Nectarinia coquerellii,Cinnyris coquerellii,287870
78523,Nectarinia lotenia,Cinnyris lotenius,287880
78748,Petronia brachydactyla,Carpospiza brachydactyla,289930
78758,Petronia superciliaris,Gymnoris superciliaris,290040
78763,Petronia dentata,Gymnoris dentata,290090
78764,Petronia pyrgita,Gymnoris pyrgita,290100
78767,Petronia xanthocollis,Gymnoris xanthocollis,290130
78783,Montifringilla taczanowskii,Onychostruthus taczanowskii,290300
78785,Montifringilla davidiana,Pyrgilauda davidiana,290320
78788,Montifringilla ruficollis,Pyrgilauda ruficollis,290350
78791,Montifringilla blanfordi,Pyrgilauda blanfordi,290380
78795,Montifringilla theresae,Pyrgilauda theresae,290420
78661,Histurgops ruficaudus,Histurgops ruficauda,290630
78951,Pachyphantes superciliosus,Ploceus superciliosus,292070
79072,Euplectes macrourus,Euplectes macroura,293220
79079,Euplectes psammocromius,Euplectes psammacromius,293290
79101,Nigrita fusconota,Nigrita fusconotus,293510
79110,Nigrita canicapilla,Nigrita canicapillus,293610
79237,Estrilda quartinia,Coccopygia quartinia,294850
79263,Estrilda Troglodytes,Estrilda troglodytes,295100
79326,Ortygospiza locustella,Paludipasser locustella,295680
79368,Taeniopygia bichenovi,Taeniopygia bichenovii,296080
79410,Lemuresthes nana,Lepidopygia nana,296500
79410,Lonchura nana,Lepidopygia nana,296500
79412,Lonchura cantans,Euodice cantans,296520
79415,Lonchura malabarica,Euodice malabarica,296550
79417,Lonchura griseicapilla,Odontospiza caniceps,296570
79516,Padda fuscata,Lonchura fuscata,297530
1579,Padda oryzivora,Lonchura oryzivora,297540
79638,Motacilla madaraspatensis,Motacilla maderaspatensis,298960
79644,Macronyx fuellebornii,Macronyx fuelleborni,299030
326,Anthus novaeseelandiae,Anthus richardi,299200
79755,Anthus berthelotti,Anthus berthelotii,300280
79804,Amaurocichla bocagei,Amaurocichla bocagii,300780
486,Coccothraustes vespertinus,Hesperiphona vespertina,301130
79843,Coccothraustes abeillei,Hesperiphona abeillei,301170
79900,Rhodopechys sanguinea,Rhodopechys sanguineus,301750
79907,Eremopsaltria mongolicus,Bucanetes mongolicus,301830
79909,Carpodacus rubescens,Agraphospiza rubescens,301850
79915,Carpodacus nipalensis,Procarduelis nipalensis,301910
482,Carpodacus erytrinus,Carpodacus erythrinus,302230
482,Erythrina erythrina,Carpodacus erythrinus,302230
79956,Haematospiza sipahi,Carpodacus sipahi,302290
79957,Chaunoproctus ferreorostris,Carpodacus ferreorostris,302300
79931,Leucosticte sillemi,Carpodacus sillemi,302620
1360,Uragus sibiricus,Carpodacus sibiricus,302630
80010,Pinicola subhimachala,Carpodacus subhimachalus,302860
80036,Vestiaria coccinea,Drepanis coccinea,303120
80048,Hemignathus sagittirostris,Viridonia sagittirostris,303230
80050,Hemignathus obscurus,Akialoa obscura,303250
80051,Hemignathus ellisianus,Akialoa ellisiana,303260
80060,Hemignathus munroi,Hemignathus wilsoni,303330
80064,Hemignathus parvus,Magumma parva,303370
80066,Manucerthia mana,Loxops mana,303390
80066,Oreomystis mana,Loxops mana,303390
80074,Hemignathus virens,Chlorodrepanis virens,303450
80077,Hemignathus flavus,Chlorodrepanis flava,303480
80078,Hemignathus kauaiensis,Chlorodrepanis stejnegeri,303490
80080,Carpodacus purpureus,Haemorhous purpureus,303510
80083,Carpodacus cassinii,Haemorhous cassinii,303540
1585,Carpodacus mexicanus,Haemorhous mexicanus,303550
470,Carduelis chloris,Chloris chloris,303680
80107,Carduelis sinica,Chloris sinica,303790
80113,Carduelis spinoides,Chloris spinoides,303850
80116,Carduelis monguilloti,Chloris monguilloti,303880
80117,Carduelis ambigua,Chloris ambigua,303890
1574,Rhodopechys obsoletus,Rhodospiza obsoleta,303930
80132,Serinus rufobrunneus,Crithagra rufobrunnea,304050
80136,Neospiza concolor,Crithagra concolor,304090
80137,Serinus citrinelloides,Crithagra citrinelloides,304100
1330,Serinus frontalis,Crithagra frontalis,304130
80140,Serinus hypostictus,Crithagra hyposticta,304140
80143,Serinus capistratus,Crithagra capistrata,304170
80146,Serinus koliensis,Crithagra koliensis,304200
80147,Serinus scotops,Crithagra scotops,304210
80151,Serinus leucopygius,Crithagra leucopygia,304250
80155,Serinus atrogularis,Crithagra atrogularis,304290
80162,Serinus xanthopygius,Crithagra xanthopygia,304360
80163,Serinus reichenowi,Crithagra reichenowi,304370
80164,Serinus rothschildi,Crithagra rothschildi,304380
80165,Serinus flavigula,Crithagra flavigula,304390
80166,Serinus xantholaemus,Crithagra xantholaema,304400
80167,Serinus citrinipectus,Crithagra citrinipectus,304410
80168,Serinus mozambicus,Crithagra mozambica,304420
80179,Serinus dorsostriatus,Crithagra dorsostriata,304530
80182,Serinus ankoberensis,Crithagra ankoberensis,304570
80183,Serinus menachensis,Crithagra menachensis,304580
80184,Serinus totta,Crithagra totta,304590
80185,Serinus symonsi,Crithagra symonsi,304600
80186,Serinus donaldsoni,Crithagra donaldsoni,304610
80187,Serinus buchanani,Crithagra buchanani,304620
80188,Serinus flaviventris,Crithagra flaviventris,304630
80193,Serinus sulphuratus,Crithagra sulphurata,304680
80197,Serinus reichardi,Crithagra reichardi,304720
80200,Serinus gularis,Crithagra gularis,304750
80208,Serinus canicapillus,Crithagra canicapilla,304810
80209,Serinus mennelli,Crithagra mennelli,304850
80210,Serinus tristriatus,Crithagra tristriata,304860
80211,Serinus albogularis,Crithagra albogularis,304870
80217,Serinus burtoni,Crithagra burtoni,304920
80225,Serinus whytii,Crithagra whytii,305000
80226,Serinus melanochrous,Crithagra melanochroa,305010
80227,Serinus leucopterus,Crithagra leucoptera,305020
474,Carduelis flavirostris,Linaria flavirostris,305040
473,Carduelis cannabina,Linaria cannabina,305140
80248,Carduelis yemenensis,Linaria yemenensis,305220
80249,Carduelis johannis,Linaria johannis,305230
1078,Carduelis flammea,Acanthis flammea,305250
1079,Carduelis cabaret,Acanthis cabaret,305290
476,Carduelis hornemanni,Acanthis hornemanni,305300
477,Loxia bifasciata,Loxia leucoptera,305570
80276,Serinus estherae,Chrysocorythus estherae,305630
80313,Serinus thibetanus,Spinus thibetanus,306050
80313,Spinus thibetana,Spinus thibetanus,306050
80314,Carduelis lawrencei,Spinus lawrencei,306060
80315,Carduelis tristis,Spinus tristis,306070
80320,Carduelis psaltria,Spinus psaltria,306120
472,Carduelis spinus,Spinus spinus,306180
80326,Carduelis dominicensis,Spinus dominicensis,306190
80327,Carduelis pinus,Spinus pinus,306200
80331,Carduelis atriceps,Spinus atriceps,306240
80332,Carduelis notata,Spinus notatus,306250
80332,Spinus notata,Spinus notatus,306250
80336,Carduelis barbata,Spinus barbatus,306290
80336,Spinus barbata,Spinus barbatus,306290
80337,Carduelis xanthogastra,Spinus xanthogastrus,306300
80337,Spinus xanthogastra,Spinus xanthogastrus,306300
80340,Carduelis olivacea,Spinus olivaceus,306330
80340,Spinus olivacea,Spinus olivaceus,306330
80341,Carduelis magellanica,Spinus magellanicus,306340
80341,Spinus magellanica,Spinus magellanicus,306340
80354,Carduelis siemiradzkii,Spinus siemiradzkii,306470
80355,Carduelis yarrellii,Spinus yarrellii,306480
80356,Carduelis cucullata,Spinus cucullatus,306490
80356,Spinus cucullata,Spinus cucullatus,306490
80357,Carduelis atrata,Spinus atratus,306500
80357,Spinus atrata,Spinus atratus,306500
80358,Carduelis uropygialis,Spinus uropygialis,306510
80359,Carduelis crassirostris,Spinus crassirostris,306520
80362,Carduelis spinescens,Spinus spinescens,306550
80470,Seiurus motacilla,Parkesia motacilla,307650
1422,Vermivora pinus,Vermivora cyanoptera,307700
80480,Parula superciliosa,Oreothlypis superciliosa,307780
80486,Parula gutturalis,Oreothlypis gutturalis,307840
488,Oreothlypis peregrina,Leiothlypis peregrina,307860
488,Vermivora peregrina,Leiothlypis peregrina,307860
80488,Vermivora celata,Leiothlypis celata,307870
80493,Vermivora crissalis,Leiothlypis crissalis,307920
80494,Vermivora luciae,Leiothlypis luciae,307930
80495,Vermivora ruficapilla,Leiothlypis ruficapilla,307940
80498,Vermivora virginiae,Leiothlypis virginiae,307970
80518,Oporornis tolmiei,Geothlypis tolmiei,308160
80521,Oporornis philadelphia,Geothlypis philadelphia,308190
80522,Oporornis formosus,Geothlypis formosa,308200
80558,Dendroica plumbea,Setophaga plumbea,308560
80559,Dendroica angelae,Setophaga angelae,308570
80560,Dendroica pharetra,Setophaga pharetra,308580
500,Wilsonia citrina,Setophaga citrina,308590
80561,Dendroica kirtlandii,Setophaga kirtlandii,308610
491,Dendroica tigrina,Setophaga tigrina,308620
80562,Dendroica cerulea,Setophaga cerulea,308630
489,Parula americana,Setophaga americana,308640
80563,Parula pitiayumi,Setophaga pitiayumi,308650
492,Dendroica magnolia,Setophaga magnolia,308750
1275,Dendroica castanea,Setophaga castanea,308760
1082,Dendroica fusca,Setophaga fusca,308770
1081,Dendroica pensylvanica,Setophaga pensylvanica,309230
495,Dendroica striata,Setophaga striata,309240
80623,Dendroica caerulescens,Setophaga caerulescens,309250
494,Dendroica palmarum,Setophaga palmarum,309280
80628,Dendroica pityophila,Setophaga pityophila,309310
80629,Dendroica pinus,Setophaga pinus,309320
80638,Dendroica dominica,Setophaga dominica,309450
80642,Dendroica flavescens,Setophaga flavescens,309490
80643,Dendroica vitellina,Setophaga vitellina,309500
80647,Dendroica discolor,Setophaga discolor,309540
80650,Dendroica adelaidae,Setophaga adelaidae,309570
80651,Dendroica subita,Setophaga subita,309580
80652,Dendroica delicata,Setophaga delicata,309590
80653,Dendroica graciae,Setophaga graciae,309600
80658,Dendroica nigrescens,Setophaga nigrescens,309650
80661,Dendroica townsendi,Setophaga townsendi,309680
80662,Dendroica occidentalis,Setophaga occidentalis,309690
80663,Dendroica chrysoparia,Setophaga chrysoparia,309700
80664,Dendroica virens,Setophaga virens,309710
80666,Basileuterus luteoviridis,Myiothlypis luteoviridis,309730
80774,Basileuterus basilicus,Myiothlypis basilica,309790
80672,Basileuterus leucophrys,Myiothlypis leucophrys,309800
80673,Basileuterus flaveolus,Myiothlypis flaveola,309810
80676,Basileuterus leucoblepharus,Myiothlypis leucoblephara,309840
80679,Basileuterus signatus,Myiothlypis signata,309870
80682,Basileuterus nigrocristatus,Myiothlypis nigrocristata,309900
80683,Phaeothlypis fulvicauda,Myiothlypis fulvicauda,309910
80690,Phaeothlypis rivularis,Myiothlypis rivularis,309980
80694,Basileuterus bivittatus,Myiothlypis bivittata,310020
80700,Basileuterus conspicillatus,Myiothlypis conspicillata,310080
80701,Basileuterus cinereicollis,Myiothlypis cinereicollis,310090
80705,Basileuterus fraseri,Myiothlypis fraseri,310130
80708,Basileuterus coronatus,Myiothlypis coronata,310160
80717,Basileuterus griseiceps,Myiothlypis griseiceps,310250
80719,Euthlypis lachrymosa,Basileuterus lachrymosus,310270
80776,Wilsonia canadensis,Cardellina canadensis,310850
1083,Wilsonia pusilla,Cardellina pusilla,310860
80781,Ergaticus ruber,Cardellina rubra,310910
80785,Ergaticus versicolor,Cardellina versicolor,310950
80894,Cacicus melanicterus,Cassiculus melanicterus,311940
80872,Ocyalus latirostris,Cacicus latirostris,312380
80844,Clypicterus oseryi,Cacicus oseryi,312390
81074,Dives warszewiczi,Dives warczewiczi,313890
81072,Dives atroviolaceus,Ptiloxena atroviolacea,313940
81018,Curaeus forbesi,Anumara forbesi,314600
81045,Agelaioides oreopsar,Oreopsar bolivianus,314670
81234,Melophus lathami,Emberiza lathami,315420
81235,Latoucheornis siemsseni,Emberiza siemsseni,315430
528,Miliaria calandra,Emberiza calandra,315440
513,Emberiza leucocephalus,Emberiza leucocephalos,315510
81538,Spizella arborea,Spizelloides arborea,318690
83984,Amphispiza belli,Artemisiospiza belli,319170
81702,Melozone fuscus,Melozone fusca,320320
81907,Chlorospingus ophthalmicus,Chlorospingus flavopectus,322270
82155,Ramphocelus bresilius,Ramphocelus bresilia,324710
83342,Saltator rufiventris,Pseudosaltator rufiventris,325870
82766,Piezorhina cinerea,Piezorina cinerea,330790
82779,Poospiza hypochondria,Poospiza hypocondria,330920
82809,Sicalis uropygialis,Sicalis uropigyalis,331220
512,Calcarius nivalis,Plectrophenax nivalis,335020
1117,Arvicola terrestris,Arvicola amphibius,337530
1123,Mus musculus,Mus domesticus,337600
1309,Ornicus orca,Orcinus orca,337770
1314,Lagenorhynchus actus,Lagenorhynchus acutus,337820
1136,Capra aegagrus,Capra hircus,338000
5633,Equus caballus,Equus ferus,338230
1127,Neovison vison,Mustela vison,338440
1647,Lestes viridis,Chalcolestes viridis,338630
1624,Aeshna isosceles,Anaciaeshna isoceles,338750
